Unnamed: 0,name,locality,Preprocessed
371,Dr Wong Specialist Clinic (Psychiatry),Klang,"['unable', 'make', 'appointment', 'expect', 'waste', 'least', 'hour', 'waiting', 'due', 'first', 'come', 'first', 'serve', 'principle', 'also', 'charged', 'x', 'quoted', 'amount', 'consultation', 'can', 'not', 'recommend', 'clinic']"
372,Ting Specialist Clinic,Puchong,"['doctor', 'nice', 'receptionist', 'extremely', 'arrogant']"
373,Ting Specialist Clinic,Puchong,"['seeing', 'least', 'year', 'used', 'nice', 'supportive', 'today', 'went', 'take', 'usual', 'month', 'med', 'took', 'month', 'ago', 'said', 'whatsapp', 'give', 'half', 'dose', 'lah', 'doctor', 'lower', 'patient', 'med', 'without', 'first', 'tall', 'long', 'hair', 'lady', 'counter', 'really', 'rude', 'disrespectful', 'elder']"
374,Ting Specialist Clinic,Puchong,"['great', 'doctor', 'helped', 'much']"
375,Ting Specialist Clinic,Puchong,"['doc', 'great', 'sometime', 'service', 'counter', 'friendly']"
376,Ting Specialist Clinic,Puchong,"['doc', 'knowledgeable', 'field']"
377,Deva Dass Specialist Clinic,Petaling Jaya,"['kind', 'comfortable', 'talk', 'give', 'encouragement', 'support', 'self', 'critical', 'thinking', 'filter', 'overthinking', 'negative', 'emotion', 'well', 'understand', 'mind', 'control', 'safe', 'third', 'sound', 'like', 'additional', 'benefit', 'help', 'long', 'que', 'recommend', 'need', 'patience']"
378,Deva Dass Specialist Clinic,Petaling Jaya,"['doctor', 'kind', 'patient', 'man', 'highly', 'recommend', 'place', 'running', 'student', 'budget', 'thanks', 'dr', 'das', 'got', 'help', 'needed']"
379,Deva Dass Specialist Clinic,Petaling Jaya,"['one', 'best', 'doctor', 'knowledge', 'problem', 'superb', 'recommended', 'doctor', 'patient']"
380,Deva Dass Specialist Clinic,Petaling Jaya,"['experienced', 'nice', 'doctor', 'see', 'immediate', 'result']"
381,Deva Dass Specialist Clinic,Petaling Jaya,"['far', 'best', 'doctor', 'go', 'mental', 'health', 'issue', 'managed', 'overcome', 'anxiety', 'month', 'free', 'medication', 'pricing', 'affordable']"
382,Brain Mind Specialist Clinic,Petaling Jaya,"['reception', 'unhelpful', 'efficient', 'rude', 'call', 'make', 'appointment', 'fix', 'timing', 'still', 'need', 'wait', 'arrive', 'never', 'understand', 'difficult', 'drag', 'mental', 'patient', 'clinic', 'let', 'sit', 'wait', 'clinic', 'lady', 'really', 'old', 'work', 'asking', 'simple', 'detail', 'like', 'phone', 'number', 'ask', 'repeatedly', 'time', 'point', 'make', 'people', 'get', 'annoyed', 'angry', 'update', 'waited', 'nearly', 'hour', 'mentioned', 'there', 'person', 'front', 'purpose', 'making', 'appointment', 'receptionist', 'making', 'normal', 'person', 'become', 'abnormal', 'cause', 'service', 'understand', 'elderly', 'sign', 'suitable', 'clinic', 'reception', 'job', 'overall', 'bad', 'experience']"
383,Brain Mind Specialist Clinic,Petaling Jaya,"['doctor', 'good', 'explain', 'nicely', 'gice', 'suggestion', 'treatment', 'management', 'poor', 'made', 'appointment', 'clinic', 'open', 'though', 'first', 'reached', 'already', 'customer', 'first', 'come', 'first', 'serve', 'already', 'turn', 'whats', 'point', 'making', 'appointment']"
384,Brain Mind Specialist Clinic,Petaling Jaya,"['absolutely', 'terrible', 'service', 'world', 'class', 'level', 'overbooking', 'referred', 'clinic', 'made', 'appointment', 'reached', 'told', 'people', 'ahead', 'wait', 'clinic', 'open', 'waited', 'till', 'pm', 'finally', 'reach', 'turn', 'min', 'session', 'doctor', 'dr', 'yen', 'mean', 'purpose', 'appointment', 'patient', 'required', 'wait', 'hour', 'past', 'scheduled', 'appointment', 'time', 'mental', 'health', 'clinic', 'yet', 'patient', 'left', 'suffer', 'wait', 'extremely', 'long', 'hour', 'mention', 'extremely', 'rude', 'unfriendly', 'front', 'desk', 'staff', 'typical', 'morning', 'market', 'aunty', 'rather', 'trained', 'professional', 'sincerely', 'believe', 'visiting', 'mental', 'health', 'clinic', 'patient', 'leave', 'worst', 'severe', 'case', 'anxiety', 'mental', 'health', 'issue', 'really', 'need', 'learn', 'manage', 'booking', 'prevent', 'overbookings', 'would', 'definitely', 'recommend', 'anyone']"
385,Brain Mind Specialist Clinic,Petaling Jaya,"['clinic', 'receptionist', 'unhelpful', 'arrogant', 'pj', 'section', 'phone', 'call', 'make', 'appointment', 'enquiry', 'atleast', 'u', 'need', 'redial', 'time', 'pick', 'call', 'sometimes', 'ur', 'call', 'ended', 'friend', 'recommended', 'dr', 'yen', 'said', 'bare', 'receptionist', 'attitude', 'ethic', 'work', 'fully', 'agreed', 'friend', 'comment', 'visit', 'clinic', 'receptionist', 'sympathetic', 'doctor', 'great', 'frontliner']"
386,Brain Mind Specialist Clinic,Petaling Jaya,"['extremely', 'rude', 'bad', 'service', 'reception', 'staff', 'wanted', 'cancel', 'appointment', 'mco', 'staff', 'told', 'cancel', 'even', 'though', 'travel', 'km', 'said', 'ok', 'travel', 'km', 'checked', 'official', 'mco', 'operating', 'procedure', 'said', 'definitely', 'can', 'not', 'could', 'fined', 'imprisoned', 'followed', 'advice']"
387,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,"['doctor', 'really', 'considerate', 'understanding', 'first', 'trip', 'cost', 'rm', 'med']"
388,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,"['dr', 'lee', 'cold', 'eye', 'contact', 'felt', 'unwelcomed', 'n', 'unheard']"
389,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,"['unprofessional', 'experience', 'dr', 'yeoh', 'nd', 'visit', 'please', 'accept', 'appointment', 'ready', 'deal', 'patient']"
390,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,['proffesional']
391,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,"['dr', 'yeoh', 'spoken', 'n', 'ecplain', 'whole', 'situation', 'emotion', 'n', 'feeling', 'parent', 'want', 'best', 'kid', 'well', 'gon', 'na', 'give', 'another', 'go', 'let', 'hope', 'best', 'cheer', 'dr', 'yeoh', 'hope', 'u', 'assist', 'getting', 'son', 'back', 'normal', 'sincere', 'apology', 'earlier', 'message', 'wud', 'caused', 'distress', 'dr', 'yeoh', 'colleague', 'overcome', 'emotion', 'god', 'bless']"
392,Raintree Specialist Clinic,Petaling Jaya,"['amazing', 'place', 'doctor', 'counsellor', 'super', 'friendly', 'inspiring', 'environment', 'calming', 'therapeutic', 'hell', 'patient', 'even', 'get', 'enjoy', 'hot', 'beverage', 'choice', 'biscuit', 'waiting', 'session']"
393,Raintree Specialist Clinic,Petaling Jaya,"['dedicated', 'great', 'doctor', 'great', 'explanation', 'patient', 'give', 'call', 'set', 'appointment', 'seek', 'best', 'treat', 'provide', 'help']"
394,Raintree Specialist Clinic,Petaling Jaya,"['support', 'provide', 'thorough', 'timely', 'thank', 'raintree', 'specialist', 'clinic', 'place', 'best']"
395,Raintree Specialist Clinic,Petaling Jaya,"['fantastic', 'service', 'always', 'friendly', 'fast', 'highly', 'recommend']"
396,Raintree Specialist Clinic,Petaling Jaya,"['given', 'right', 'diagnosis', 'doctor', 'still', 'prescribed', 'medication', 'even', 'worst', 'part', 'medication', 'given', 'olazapine', 'lorazepam', 'gained', 'staggering', 'kg', 'week', 'top', 'fact', 'medication', 'right', 'fit', 'let', 'alone', 'sedative', 'obviously', 'get', 'better', 'gave', 'psychiatrist', 'sadly', 'one', 'day', 'disassociated', 'freaked', 'eventually', 'led', 'centre', 'met', 'current', 'doctor', 'time', 'actually', 'took', 'note', 'tell', 'he', 'got', 'head', 'managed', 'diagnose', 'cptsd', 'le', 'thirty', 'min', 'properly', 'treating', 'issue', 'never', 'felt', 'alive', 'well', 'stuck', 'clinic', 'weight', 'would', 'go', 'wallet', 'would', 'go', 'dry', 'overcharging', 'health', 'overall', 'would', 'deteriorated', 'severely', 'fast', 'speed', 'come', 'seek', 'help', 'elsewhere', 'research', 'bout', 'mental', 'health', 'know', 'kind', 'outcome', 'come', 'visit', 'doctor', 'simply', 'agree', 'everything', 'cause', 'professional', 'cause', 'doctor', 'might', 'even', 'registry', 'list']"
397,Malaysian Mental Health Association,Petaling Jaya,"['visited', 'place', 'diagnostic', 'psychologist', 'let', 'tell', 'get', 'fooled', 'professional', 'looking', 'website', 'mmha', 'headquartered', 'literal', 'house', 'front', 'mosque', 'initially', 'surprised', 'see', 'kept', 'open', 'mind', 'still', 'look', 'forward', 'diagnostic', 'upon', 'reaching', 'greeted', 'receptionist', 'fidgety', 'easy', 'communicate', 'psychologist', 'came', 'minute', 'late', 'went', 'meet', 'met', 'psychologist', 'institute', 'psychologist', 'made', 'feel', 'incredibly', 'stressed', 'acted', 'intimidating', 'way', 'tried', 'explain', 'situation', 'note', 'provided', 'previous', 'therapist', 'want', 'listen', 'told', 'situation', 'treated', 'like', 'problem', 'minor', 'brushed', 'whining', 'also', 'mmha', 'intern', 'room', 'introduce', 'asked', 'grunted', 'said', 'worked', 'asked', 'lot', 'question', 'concern', 'matter', 'end', 'referred', 'mind', 'faculty', 'end', 'think', 'felt', 'worse', 'never', 'met', 'name', 'dr', 'navin', 'nair', 'l', 'narayanan', 'explain', 'accreditation', 'said', 'work', 'um', 'quick', 'google', 'search', 'show', 'psychiatrist', 'psychologist', 'study', 'psychology', 'medicine', 'note', 'physical', 'place', 'website', 'state', 'psychologist', 'accredited', 'even', 'receptionist', 'know', 'accredited', 'overall', 'negative', 'experience', 'recommend', 'seek', 'somewhere', 'else', 'come', 'place', 'last', 'resort', 'want', 'unprofessional', 'checkup', 'really', 'need', 'help', 'urgently', 'afford', 'pay', 'fee', 'offered', 'institute', 'go', 'ahead', 'come']"
398,Malaysian Mental Health Association,Petaling Jaya,"['good', 'mental', 'health', 'wellness']"
399,Malaysian Mental Health Association,Petaling Jaya,"['caregiver', 'programme', 'good']"
400,Malaysian Mental Health Association,Petaling Jaya,"['highly', 'recommend', 'caregiver', 'education', 'course']"
401,Malaysian Mental Health Association,Petaling Jaya,"['went', 'talk', 'understanding', 'mental', 'illness', 'conducted', 'malaysian', 'mental', 'health', 'association', 'staff', 'friendly']"
402,Eve Psychosocial Rehabilitation Centre,Petaling Jaya,"['cozy', 'environment', 'staff', 'experienced', 'know', 'pricing', 'affordable', 'definitely', 'would', 'break', 'wallet', 'management', 'helpful', 'well', 'highly', 'recommended']"
403,Eve Psychosocial Rehabilitation Centre,Petaling Jaya,"['experienced', 'caring', 'team', 'eve', 'fully', 'trust', 'process', 'care', 'therapy', 'map', 'happy', 'therapist', 'rozana', 'assigned', 'clicked', 'immediately', 'happy', 'whole', 'experience', 'would', 'recommend', 'anyone', 'need']"
404,Eve Psychosocial Rehabilitation Centre,Petaling Jaya,"['owner', 'jared', 'david', 'gave', 'star', 'review', 'centre', 'unashamedly', 'replied', 'review', 'hypocritical', 'conscience', 'people', 'action', 'mislead', 'innocent', 'individual', 'joining', 'centre', 'relying', 'false', 'representation']"
405,Eve Psychosocial Rehabilitation Centre,Petaling Jaya,"['humane', 'caring', 'staff', 'comfortable', 'efficient', 'service', 'provided', 'people', 'mental', 'health', 'issue', 'highly', 'recommended']"
406,Eve Psychosocial Rehabilitation Centre,Petaling Jaya,"['therapist', 'kind', 'helpful', 'help', 'u', 'guide', 'bring', 'patient', 'along', 'family', 'together', 'recommended']"
407,A. H. Lee Specialist Clinic,Petaling Jaya,"['psychiatrist', 'good', 'one', 'nurse', 'customer', 'service', 'could', 'better', 'serving', 'customer']"
408,A. H. Lee Specialist Clinic,Petaling Jaya,"['good', 'psychiatrist', 'looking', 'forward', 'first', 'treatment', 'depressed', 'since', 'mco']"
409,A. H. Lee Specialist Clinic,Petaling Jaya,"['great', 'place', 'understanding', 'psychiatrist', 'make', 'sure', 'set', 'appointment', 'going', 'make', 'sure', 'wait', 'long', 'time', 'see', 'doctor']"
410,A. H. Lee Specialist Clinic,Petaling Jaya,"['waiting', 'time', 'nightmare', 'appointment', 'booked', 'least', 'month', 'ahead', 'otherwise', 'waiting', 'list', 'whereby', 'show', 'door', 'open', 'wait', 'chance', 'another', 'patient', 'late', 'doctor', 'able', 'squeeze', 'minute', 'consultation', 'even', 'appointment', 'need', 'wait', 'least', 'half', 'hour', 'hour', 'nurse', 'rude', 'irritable', 'patient', 'elderly', 'quite', 'lost', 'confused', 'get', 'snapped', 'ask', 'many', 'question', 'patient', 'asking', 'mirror', 'needed', 'apply', 'topical', 'cream', 'rash', 'forehead', 'nurse', 'shouted', 'mirror', 'mirror', 'know', 'go', 'find', 'mirror', 'doctor', 'lee', 'however', 'gentle', 'seems', 'quite', 'tactical', 'prescribing', 'medication', 'however', 'expect', 'therapy', 'counselling', 'strictly', 'psychiatry', 'long', 'wait', 'whether', 'already', 'set', 'least', 'hour', 'recommended', 'meal', 'nearby', 'nurse', 'kind', 'scolded', 'asking', 'small', 'question', 'doctor', 'good', 'help', 'choose', 'medicine', 'time', 'limited', 'psychological', 'analysis']"
411,A. H. Lee Specialist Clinic,Petaling Jaya,"['appointment', 'told', 'wait', 'two', 'hour']"
412,"Pusat Pakar Psikologi Jiwadamai, Shah Alam",Shah Alam,"['comprehensive', 'child', 'adult', 'psychology', 'center', 'clinical', 'psychologist', 'occupational', 'therapist', 'speech', 'therapist', 'visiting', 'psychiatrist', 'even', 'free', 'service', 'b', 'convenient', 'received', 'good', 'feedback', 'many', 'patient', 'keep', 'jiwadamai']"
413,"Pusat Pakar Psikologi Jiwadamai, Shah Alam",Shah Alam,"['easily', 'accessible', 'helpful', 'provider', 'held', 'good', 'practical', 'seminar', 'people']"
414,"Pusat Pakar Psikologi Jiwadamai, Shah Alam",Shah Alam,"['bad', 'service', 'staff', 'friendly']"
415,"Pusat Pakar Psikologi Jiwadamai, Shah Alam",Shah Alam,"['therapist', 'dan', 'staff', 'staff', 'klinik', 'sangat', 'peramah', 'dan', 'sangat', 'membantu', 'mudah', 'untuk', 'book', 'untuk', 'appointment', 'tempat', 'pon', 'selesa', 'highly', 'recommended']"
416,"Pusat Pakar Psikologi Jiwadamai, Shah Alam",Shah Alam,"['therapist', 'efficient', 'dedicated', 'good', 'tackling', 'child', 'interest', 'helpful', 'child', 'development', 'sociable', 'talking', 'alhamdulillah', 'thanks', 'sgt']"
417,Dr. Ting Joe Hang,Petaling Jaya,"['used', 'nice', 'doctor', 'care', 'patient', 'anymore', 'sometimes', 'called', 'went', 'med', 'ready', 'double', 'check', 'dr', 'wasted', 'waiting', 'sometimes', 'tall', 'young', 'lady', 'bos', 'counter', 'nothing', 'ordering', 'telling', 'staff', 'expected', 'rejecting', 'patient', 'came', 'buy', 'med', 'know', 'going', 'definitely', 'go', 'recommend', 'friend', 'seek', 'treatment']"
418,"Adult and Child & Adolescent Psychiatrist, Dr Hamidin Specialist Clinic",Kuala Lumpur,"['dedicated', 'great', 'doctor', 'great', 'explanation', 'patient', 'give', 'call', 'set', 'appointment', 'dr', 'hamidin', 'try', 'best', 'treat', 'provide', 'help']"
419,"Adult and Child & Adolescent Psychiatrist, Dr Hamidin Specialist Clinic",Kuala Lumpur,['good']
420,"Adult and Child & Adolescent Psychiatrist, Dr Hamidin Specialist Clinic",Kuala Lumpur,"['experienced', 'dr', 'best', 'service', 'helpful']"
421,"Adult and Child & Adolescent Psychiatrist, Dr Hamidin Specialist Clinic",Kuala Lumpur,"['best', 'service']"
422,Dr Seed Specialist Clinic (Psychiatry),Kuala Lumpur,"['staff', 'friendly', 'arrogant', 'look', 'dr', 'thong', 'willing', 'help', 'request', 'letter', 'effective', 'also', 'gon', 'na', 'change', 'clinic', 'beware']"
423,Dr Seed Specialist Clinic (Psychiatry),Kuala Lumpur,"['describe', 'grateful', 'dr', 'seed', 'doctor', 'father', 'father', 'serious', 'depression', 'panic', 'attack', 'year', 'dr', 'seed', 'consults', 'prescribes', 'medication', 'dr', 'seed', 'patient', 'kind', 'humble', 'responding', 'father', 'question', 'doubt', 'besides', 'staff', 'clinic', 'always', 'attentive', 'helpful']"
424,Dr Seed Specialist Clinic (Psychiatry),Kuala Lumpur,"['treatment', 'effective', 'illness', 'changing', 'numerous', 'medication']"
425,Dr Seed Specialist Clinic (Psychiatry),Kuala Lumpur,"['psychiatry', 'performing', 'unethical', 'practice', 'license', 'doctor', 'please', 'beware', 'clinic']"
426,Dr Seed Specialist Clinic (Psychiatry),Kuala Lumpur,"['excellent', 'passionate', 'psychiatrist', 'explain', 'crystal', 'clear', 'listen', 'patiently', 'u', 'already', 'frustrated', 'ur', 'nerd', 'psychiatry', 'u', 'b', 'disappointed']"
427,Ward 32,Sungai Buloh,"['staff', 'involved', 'understanding', 'however', 'amenity', 'general', 'condition', 'ward', 'isnt', 'upto', 'par', 'outdated', 'need', 'updating', 'patient', 'comfort']"
428,Klinik Pakar Centinel,Klang,"['gave', 'star', 'cured', 'insomnia', 'comfortable', 'cbt', 'practise', 'friendly', 'like', 'approach']"
429,Klinik Pakar Centinel,Klang,"['deserve', 'much', 'better', 'psychiatrist', 'elsewhere']"
430,Klinik Pakar Centinel,Klang,"['friendly', 'doctor', 'good', 'medicine', 'reasonable', 'price', 'fast', 'service', 'recommended', 'method', 'effective']"
431,Klinik Pakar Centinel,Klang,"['friendly', 'doctor', 'even', 'chinese', 'medicine', 'also', 'good', 'good']"
432,Introspect Specialist Clinic (Psychiatry) 身心精神科诊所,Kuala Lumpur,"['dr', 'beatrice', 'patient', 'since', 'upm', 'happy', 'hear', 'opened', 'practice', 'treatment', 'excellent', 'always', 'go', 'another', 'doctor', 'place', 'calm', 'quiet', 'absolutely', 'recommended', 'trying', 'therapy', 'first', 'time']"
433,Introspect Specialist Clinic (Psychiatry) 身心精神科诊所,Kuala Lumpur,"['good', 'listener', 'helper']"
434,Introspect Specialist Clinic (Psychiatry) 身心精神科诊所,Kuala Lumpur,"['thank', 'dr', 'beatrice']"
435,"Jabatan Perubatan Psikologi , PPUM",Wilayah Persekutuan,"['staff', 'check', 'counter', 'dilly', 'dally', 'gossip', 'olinstead', 'job', 'everytime', 'go', 'cause', 'thing', 'flow', 'super', 'slow', 'doctor', 'cancel', 'appointment', 'reason', 'expect', 'deal', 'hospitalized', 'meet', 'inexperienced', 'junior', 'doctor', 'might', 'scream', 'panic', 'episode', 'etc', 'overall', 'bad', 'system', 'dont', 'care', 'patient', 'typical', 'gov', 'hospital']"
